"text","text_en","cmp_code","eu_code"
"Elected Greens also commit to making at least 30% of UK domestic waters into fully protected marine protected areas by 2030.",NA,"501",NA
"We will seek to ban all destructive fishing practices from Marine Protected Areas (MPAs) and other domestic waters.",NA,"501",NA
"Protecting Animals",NA,"H",NA
"We pride ourselves on being a nation of animallovers, yet animal cruelty is still all around us",NA,"501",NA
"and the natural habitats of wild animals are under serious threat.",NA,"501",NA
"It’s time for better choices and to better protect animals.",NA,"501",NA
"Elected Greens will push for: The creation of a new Commission on Animal Protection.",NA,"501",NA
"A ban on all blood sports, including trail hunting and strengthening and extending the 2004 Hunting Act.",NA,"501",NA
"A legal requirement for all British territorial and overseas waters to offer the highest protection to marine life.",NA,"501",NA
"Commission on Animal Protection",NA,"H",NA
"Elected Greens will seek to create a new Commission on Animal Protection, responsible for overseeing all rules designed to protect animals from cruelty",NA,"501",NA
"and upholding their rights as sentient beings not to be subjected to undue suffering.",NA,"501",NA
"This Commission will ensure that the highest standards of animal protection are applied to companion animals, farm animals and wildlife -",NA,"501",NA
"and that these standards underpin decision making by public bodies too.",NA,"501",NA
"We will enhance regulation and controls on the breeding, sale and import of companion and all animals, including action to stop cruel practices such as ear cropping and pet smuggling.",NA,"501",NA
"There would be a compulsory licensing of everyone working with animals.",NA,"501",NA
"Those convicted of cruelty will be placed on an animal cruelty register and prevented from working with animals again.",NA,"501",NA
"Elected Greens would push for ending the exploitation of animals, including horses and greyhounds in racing.",NA,"501",NA
"Green MPs will introduce a licensing scheme for the ownership of all kept animals",NA,"501",NA
"and replace outdated breed-specific legislation for dogs with an updated dog control law.",NA,"501",NA
"Green MPs would recognise the distress caused when beloved companion animals are stolen and will champion new laws to comprehensively tackle this kind of crime.",NA,"605.1",NA
"We would encourage the use of companion animals in therapy and other treatments, drawing on evidence showing the beneficial impact of contact with animals on human psychology.",NA,"504",NA
"Greens oppose the importation of monkeys for use in labs,",NA,"501",NA
"and will work towards an outright ban on all animal testing.",NA,"501",NA
"We would also end the use of live animals in military training",NA,"501",NA
"and support the production, promotion and transition to nonanimal technologies for use in experiments.",NA,"501",NA
"A humane approach to wild and farmed animals",NA,"H",NA
"The Green Party is fundamentally opposed to all blood sports and would campaign to introduce a ban on all hunting in the first year of a new parliament.",NA,"501",NA
"This includes trophy hunting, trail hunting, where dogs are used to track foxes, and the commercial shooting of game birds.",NA,"501",NA
"Government subsidies will no longer be given to maintain artificial landscapes designed only for hunting (such as grouse moors).",NA,"501",NA
"Green MPs will campaign against badger culling.",NA,"501",NA
"The cull has no evidence basis and has failed to effectively reduce Bovine TB.",NA,"501",NA
"We will fund research into a sensitive test to enable cattle vaccination as part of a meaningful strategy to control the spread of the disease.",NA,"501",NA
"We will also invest in better farm biosecurity and badger vaccination.",NA,"501",NA
"Where necessary for ecological reasons, or for animals described as pests, humane culling will be licensed by Natural England and carried out by trained professionals.",NA,"501",NA
"Related to this will be the prohibition of firearms and lethal weapons except on registered premises.",NA,"605.1",NA
"We will also ban the use of lead ammunition and outlaw all forms of snaring.",NA,"501",NA
"Elected Greens will push for an end to factory farming,",NA,"501",NA
"enforce maximum stocking densities",NA,"501",NA
"and prohibit the routine use of antibiotics in farm animals.",NA,"501",NA
"Greens will campaign for a complete ban on cages and close confinement,",NA,"501",NA
"and on the deliberate mutilation of farm animals.",NA,"501",NA
"Enhancing protection for marine creatures",NA,"H",NA
"Elected Greens will ensure that all British domestic and overseas territorial waters offer the highest protection to marine mammals, sea birds and marine life.",NA,"501",NA
"Green MPs will champion co-operation in achieving global sanctuary for all cetaceans,",NA,"501",NA
"alongside active support for UN Charters and obligations under The Law of the Sea to protect against overfishing, pollution, climate impacts and other threats.",NA,"107",NA
"Elected Greens will push for a ban on bottom trawling and other destructive fishing practices in Marine Protected Areas and other waters,",NA,"501",NA
"as well as for proper implementation and enforcement of relevant international legislation to protect deepsea species.",NA,"501",NA
"A Greener and Fairer Food and Farming System",NA,"H",NA
"Our food system is failing us all.",NA,"501",NA
"Ultra-processed food is exacerbating poor health and is linked to an increased risk of 32 health problems including cancer, obesity and diabetes.",NA,"403",NA
"Poor diets are estimated to cost our NHS £6.5bn a year yet successive governments have failed to take on the unhealthy food lobby.",NA,"403",NA
"The impact of climate change means our food supply is under threat too, along with the livelihoods of our farmers.",NA,"501",NA
"At the same time, the way we produce our food is damaging our natural world.",NA,"501",NA
"Agriculture is responsible for about one tenth of all UK greenhouse gas emissions; it is the greatest driver of nature loss and is largely responsible for the scandal of polluted rivers.",NA,"703.2",NA
"Shocks like extreme weather, the war in Ukraine and leaving the EU impacted our food supply chains – all of us have experienced empty shelves and food price rises, with those on lowest incomes worst hit.",NA,"503",NA
"Our rural economies are struggling,",NA,"410",NA
"and the rural poverty gap is increasing.",NA,"503",NA
"All whilst one third of all food produced in the world ends up wasted.",NA,"501",NA
"Bold decisions are needed.",NA,"501",NA
"Subsidies should fully support our farmers, including smaller and family farms, to invest in bringing land back into good health and making it a carbon sink rather than a carbon emitter.",NA,"703.1",NA
"And the process of claiming should be made simple and straightforward.",NA,"703.1",NA
"Green MPs would aim to achieve a secure supply of food produced on these islands and a thriving rural economy built upon farming.",NA,"703.1",NA
"And we can do this whilst bringing nature back to life, delivering healthy food,",NA,"501",NA
"providing employment and support to hard-pressed farmers and growers.",NA,"703.1",NA
"Elected Greens will choose to do things differently.",NA,"703.1",NA
"We will work with farmers and other stakeholders, to transform our food and farming system so it produces healthy, nutritious food at fair prices for consumers and with fair wages for growers.",NA,"703.1",NA
"We will also aim to increase the amount of food that is grown and traded in the UK and as locally as possible.",NA,"406",NA
"Elected Greens will: Almost triple support to farmers over the next 5-year parliament to support the transition to nature-friendly farming.",NA,"703.1",NA
"Conserve and improve the health of the soil and the wider environment, which in turn would lead to cleaner rivers.",NA,"501",NA
"Offer sustainable employment, decent livelihoods, career opportunities, good working conditions and ongoing training to those involved in growing food.",NA,"703.1",NA
"Better educate the population about food and health and build links between farms, schools and the wider community.",NA,"703.1",NA
"Encourage a move to mixed farming",NA,"703.1",NA
"along with a reduction in meat and dairy production",NA,"501",NA
"and implement new horticulture support for fruit and vegetable production.",NA,"703.1",NA
"Link farm payments to a reduction in the use of pesticides and other agro-chemicals.",NA,"501",NA
"End unfair trade deals.",NA,"403",NA
"Elected Greens will push for the highest animal protection standards and to update the Animal Welfare Act 2006.",NA,"501",NA
"Food",NA,"H",NA
"With 15% of all households experiencing food insecurity and millions of people struggling to put food on the table.",NA,"503",NA
"Elected Greens will push for: All children to have a daily free school meal, made from nutritious ingredients and based on local and organic or sustainable produce and free breakfast clubs for children to Year 6.",NA,"504",NA
"Everyone to have sufficient income to make healthy sustainable food choices.",NA,"503",NA
"Schools to involve children in growing, preparing and cooking food, as part of the core curriculum, so that they recognise and understand how to use basic fresh produce.",NA,"506",NA
"A food partnership in every area,",NA,"403",NA
"and for a Local Food Enterprise Fund to be set up.",NA,"403",NA
"Policies that ensure that good quality surplus food is not wasted.",NA,"403",NA
"Rebuilding national food security",NA,"H",NA
"In a world where supply chains are becoming less secure and commodity prices more volatile because of our changing climate and geo-political risks, greater domestic food security is critical.",NA,"406",NA
"Rather than relying on imports of fresh fruit (80%) and vegetables (50%) we need to build local fresh food networks and bring horticulture back into our urban fringe.",NA,"406",NA
"Such schemes are already providing a good alternative to processed food in cities such as Copenhagen.",NA,"406",NA
"Green MPs would draw on examples of good practice elsewhere and campaign for: Increasing domestic food production and expanding local horticulture.",NA,"406",NA
"Incentivising growing a much greater variety of plant food types to protect sourcing and enhanced nutrition.",NA,"703.1",NA
"Rebalancing the power dynamic between big food manufactures and local alternatives such as local food networks, community-supported agriculture and other co-operatives.",NA,"403",NA
"Tackling the unfairness in the system through revitalising the abandoned National Food Strategy.",NA,"403",NA
"Strengthening the powers of the Grocery Standards Adjudicator and the Food Standards Agency.",NA,"403",NA
"Reducing the vulnerability of the small-scale farming suppliers relative to the oligopolies in retail and food manufacture, by regulating for fairness in negotiation and new legally binding codes of practice.",NA,"703.1",NA
"Putting farmers, including smaller and family farms, back in the room so they are part of developing new farming policy, including a new Fairer Farming Charter.",NA,"703.1",NA
"Forestry",NA,"H",NA
"There is scope for the UK to become far more selfsufficient in wood resources as part of the move away from products based on fossil fuels.",NA,"501",NA
"Elected Greens will advocate for: A substantial increase in productive forestry,",NA,"501",NA
"in addition to increases in woodland.",NA,"501",NA
"Wood and crop waste to be recycled into construction materials, paper and fabrics.",NA,"501",NA
"(Food and farming policy in Wales is devolved to the Welsh Government).",NA,"301",NA
"Creating A Fairer, Greener Education System",NA,"H",NA
"Education should be about inspiring a love of learning and ensuring that every young person can reach their potential.",NA,"506",NA
"Yet too many children are struggling to achieve in an education system that operates like a production line rather than valuing children’s unique individual qualities.",NA,"506",NA
"Schools play an essential role in ensuring that all children have an equal chance to thrive.",NA,"506",NA
"We must work towards ending child poverty and opening up opportunities to all.",NA,"506",NA
"No child should be left behind.",NA,"503",NA
"For Greens, education is a common good that benefits society as a whole so it should be publicly funded and available to everybody, free of charge, at every stage of life.",NA,"506",NA
"We will continue to support parents in educating children in settings other than at school.",NA,"506",NA
"Green MPs would push for an education system that: Is fully inclusive, with better funded support for special educational needs",NA,"506",NA
"and all children provided with a free school meal.",NA,"504",NA
"Supports every higher education student with the restoration of grants",NA,"506",NA
"and the end of tuition fees.",NA,"506",NA
"Reduces the stress in our education system by ending high-stakes, formal testing at primary and secondary schools",NA,"506",NA
"and by abolishing OFSTED.",NA,"506",NA
"Early years",NA,"H",NA
"Pre-school education should be focused on play and on supporting young children to safely explore the world around them.",NA,"506",NA
"It can also assist families to access work and other opportunities.",NA,"503",NA
"Greens MPs will advocate: For £1.4bn per year to be invested by local authorities in Sure Start Centres.",NA,"506",NA
"In negotiation with the sector, to extend the outgoing government’s offer of childcare to 35 hours per week from nine months.",NA,"504",NA
"Schools",NA,"H",NA
"Over a decade of funding cuts, assessment targets and a teacher recruitment crisis have resulted in larger class sizes, fewer educational visits and arts and vocational subjects dropped from the curriculum.",NA,"506",NA
"Elected Greens will: Advocate for an increase in school funding, with an £8bn investment in schools that would include £2bn for a pay uplift for teachers.",NA,"506",NA
"Ensure that every school building is safe for children by investing £2.5bn a year to tackle the RAAC concrete scandal and provide the funding needed for schools to be wellmaintained and fit for purpose.",NA,"506",NA
"Review assessment targets in schools so that arts and vocational subjects are treated equally within the curriculum,",NA,"502",NA
"children are supported to play and learn outdoors,",NA,"506",NA
"and every child can learn about the climate and biodiversity crisis to equip them for the challenges ahead.",NA,"506",NA
"Ensure effective delivery of the new Natural History GCSE.",NA,"506",NA
"Move academies and free schools into local authority control,",NA,"506",NA
"removing charitable status from private schools and charging full VAT on fees.",NA,"503",NA
"Private school places for children with special education needs will not be subject to VAT.",NA,"503",NA
"This will be an interim measure while public-sector capacity is built.",NA,"506",NA
"Retain a full, evidence-based and ageappropriate programme of Relationships, Sex and Health Education, including LGBTIQA+ content and resources.",NA,"506",NA
"Protect provision of free school breakfast clubs for all primary school pupils.",NA,"504",NA
"Special educational needs",NA,"H",NA
"Green MPs will push for £5bn to be invested in special needs (SEND) provision within mainstream schools.",NA,"506",NA
"This means that all schools will have fully accessible buildings and specially trained teachers,",NA,"506",NA
"and local councils will have the funds to properly support SEND students at school and in getting to school.",NA,"506",NA
"Child health and wellbeing",NA,"H",NA
"Green MPs will: Fully restore the role of the school nurse, ensuring that all schools have access to an on-site medical professional.",NA,"504",NA
"Give children and students at all statefunded schools and colleges access to a qualified counsellor.",NA,"504",NA
"Post-16 and Further Education",NA,"H",NA
"The world of work is changing fast.",NA,"506",NA
"Fewer young people will experience only one career and workplace in their lives.",NA,"506",NA
"Education and training must be accessible, and better designed to support lifelong learning.",NA,"506",NA
"Green MPs will push for: A £3bn increase in funding for sixth-form education over the next parliamentary term,",NA,"506",NA
"and a £12bn investment in skills and lifelong learning for further education.",NA,"506",NA
"The restoration of the Education Maintenance Allowance to financially support young people to extend their studies after the age of 16.",NA,"506",NA
"Higher Education",NA,"H",NA
"Marketisation has been disastrous for Higher Education, changing the relationships between students and academic faculty, pushing universities into financial crisis, and burdening a whole generation of students with debts so high that they are ruining their life chances.",NA,"506",NA
"We would fully fund every higher education student, restoring maintenance grants and scrapping undergraduate tuition fees.",NA,"506",NA
"Our longterm plans also include seeking to cancel the injustice of graduate debt.",NA,"503",NA
"Elected Greens will work with the higher education sector to tackle the challenges posed by changes to employer contributions for the Teachers’ Pension Scheme (TPS).",NA,"506",NA
"(In Wales, Education is devolved to the Welsh Government.)",NA,"506",NA
"Investing in Fairer, Greener Transport",NA,"H",NA
"Our transport choices account for around a quarter of UK carbon emissions.",NA,"501",NA
"Making it easier to opt for greener choices is key to tackling the climate emergency, yet public transport provision continues to decline.",NA,"411",NA
"As well as the damage to our climate, vehicle exhaust and particulates from tyre and brake dust are major contributors to air pollution, which costs the UK economy £20bn a year and is associated with over 40,000 deaths a year.",NA,"501",NA
"This is also an equity issue: one in five families don’t have access to a car and the poorest households are nearly seven times less likely to have access to a car than the richest.",NA,"503",NA
"Elected Greens will champion public transport for every community to thrive.",NA,"411",NA
"Green MPs will push to: Increase annual public subsidies for rail and bus travel to £10bn by the end of the next parliament to make public transport reliable, frequent, accessible and affordable, including free bus travel for under-18s.",NA,"411",NA
"Invest an additional £19bn over five years to improve public transport, support electrification and invest in new cycleways and footpaths; this includes the reallocation of funding earmarked for road building.",NA,"411",NA
"Bring the railways back into public ownership.",NA,"413",NA
"Give local authorities control over and funding for improved bus services.",NA,"301",NA
"Ensure £2.5bn a year is invested in new cycleways and footpaths.",NA,"501",NA
"Buses",NA,"H",NA
"Urban bus services have dropped by 48%",NA,"411",NA
"and rural buses by 52% since 2008.",NA,"411",NA
"Yet they are vital to our communities.",NA,"411",NA
"Every £1 invested in bus services is estimated to bring an economic return of £4.50.",NA,"410",NA
"Elected Greens would push for local authority control and proper funding for bus services, to increase these in urban areas,",NA,"301",NA
"and in rural areas ensure that there is a bus service to every village.",NA,"503",NA
"We will empower local authorities to run bus services themselves if they see fit and provide a service that meets their community’s needs.",NA,"301",NA
"Cities and sparsely populated rural areas will need different solutions; we need to give them the flexibility and funding.",NA,"301",NA
"Rail",NA,"H",NA
"Privatisation of the railways has failed – we have all experienced the decline in the standard of services, strikes and growing dissatisfaction.",NA,"413",NA
"The railways should be the backbone of a sustainable transport system.",NA,"411",NA
"Elected Greens will push for: Investment in a modern, efficient, publicly owned railway, with affordable fares.",NA,"413",NA
"Greater investment in more rapid electrification so the rail network can be powered sustainably.",NA,"411",NA
"A national strategic approach to identifying those lines and stations which could be re-opened.",NA,"411",NA
"This should be led by regional and local government to ensure the most benefits.",NA,"301",NA
"Train companies to be gradually brought back into public ownership, as existing contracts expire and rolling stock which is currently owned by leasing companies needs replacement.",NA,"413",NA
"Roads",NA,"H",NA
"To address the huge and growing contribution that private-vehicle transport makes to our carbon emissions, it’s time to shift the transport system away from cars and roads.",NA,"416.2",NA
"Green MPs will push to restore the fuel-duty escalator to this end and, as revenue declines,",NA,"416.2",NA
"we favour the introduction of road-pricing, designed to ensure the protection of users’ privacy.",NA,"403",NA
"Greens will oppose all new road building plans.",NA,"416.2",NA
"Within a decade we want to see all petrol and diesel vehicles replaced by Electric Vehicles (EVs).",NA,"416.2",NA
"We would push for an extensive vehicle scrappage scheme to support this rapid transition to EVs, with funding rising to £5bn per year by the end of the parliament,",NA,"416.2",NA
"supported by the rapid rollout of EV charging points.",NA,"411",NA
"EVs have a place in our future transport system but even a wholesale switch would still not deliver on our ambitious plan to make our roads safer and greener.",NA,"416.1",NA
"Elected Greens would therefore also push for: An end to sales of new petrol and diesel fuelled vehicles by 2027",NA,"416.2",NA
"and to the use of petrol and diesel vehicles on the road by 2035.",NA,"416.2",NA
"Making road tax proportional to vehicle weight.",NA,"403",NA
"20 miles per hour to be the default speed limit on roads in all built-up areas, allowing children, the elderly and disabled people to walk and wheel safely.",NA,"503",NA
"More government support for ordinary car users and small businesses to replace their vehicles as diesel and petrol engines are phased out.",NA,"416.2",NA
"More support for firms using heavy goods vehicles to transition away from internal combustion engines and make greater use of rail freight.",NA,"416.2",NA
"Safe streets and active travel",NA,"H",NA
"Walking and cycling aren’t just good for reducing carbon emissions and air pollution – they help make us all happier and healthier.",NA,"501",NA
"Elected Greens will: Push to spend £2.5bn a year on new cycleways and footpaths, built using sustainable materials.",NA,"416.2",NA
"Reimagine how we use streets in residential areas to reduce traffic and open them up for use by the community.",NA,"501",NA
"Adopt Active Travel England’s objective for 50% of trips in England’s towns and cities to be walked, wheeled or cycled by 2030.",NA,"501",NA
"Aviation",NA,"H",NA
"Aviation is one of the fastest growing sources of global carbon emissions – and it’s the wealthiest driving this trend.",NA,"416.2",NA
"The wealthiest people in the UK use more energy flying than the poorest use in every aspect of their lives.",NA,"416.2",NA
"Just 1% of the world’s population accounts for more than half of the CO2 emissions from passenger air travel.",NA,"416.2",NA
"We need to reduce how much we fly, and we need to do it fairly.",NA,"416.2",NA
"Green MPs will campaign for: A frequent-flyer levy to reduce the impact of the 15% of people who take 70% of flights.",NA,"503",NA
"A ban on domestic flights for a journey that would take less than three hours by train.",NA,"416.2",NA
"An end to the implicit subsidy for flying that results from kerosene being exempt from fuel duty: the carbon tax would apply to all kerosene for aviation sold in the UK",NA,"416.2",NA
"A halt to any expansion of airport capacity.",NA,"416.2",NA
"Investment in skills so that aviation and airport workers can move into rewarding alternative jobs as the number of flights declines.",NA,"411",NA
"(In Wales, transport is devolved to the Welsh Government.)",NA,"301",NA
"A Fairer, Greener Democracy",NA,"H",NA
"Green MPs will defend our democratic and civil rights from the kinds of attacks of recent years and protect and advance the cornerstones of our democracy such as human rights law and our voting rights.",NA,"202.1",NA
"It’s clear to us all that the political system is out of date and badly broken.",NA,"202.1",NA
"People strongly support more investment in health services,",NA,"504",NA
"cheaper and more accessible public transport,",NA,"411",NA
"and the action necessary to protect people and planet.",NA,"501",NA
"But self-interested corporations and vested interests mean we are not seeing the action we need.",NA,"501",NA
"The Green Party understands that the climate crisis and the crisis in our democracy are linked.",NA,"202.1",NA
"Greens MPs will campaign for a modern, functional, representative democracy and measures to make parliament more representative, particularly of women, people of colour and disabled people.",NA,"202.1",NA
"Our priorities will be: A Fair Politics",NA,"202.1",NA
"Act to strengthen our democracy now.",NA,"202.1",NA
"Replacing the House of Lords with an elected second chamber.",NA,"202.1",NA
"Votes for 16-year-olds and residence-based voting rights.",NA,"202.1",NA
"A Constitutional Commission to start a vital national conversation about a new constitutional settlement.",NA,"204",NA
"Fair Politics Act",NA,"H",NA
"Elected Greens will introduce a Fair Politics Act to strengthen our democracy now.",NA,"202.1",NA
"This legislation would do the following: Repeal the anti-democratic Elections Act 2022, ending the need to provide voter-ID.",NA,"202.1",NA
"Restore the Electoral Commission’s power to prosecute,",NA,"202.1",NA
"and abolish the barriers to thirdparty campaigning so that all groups can be transparently involved in the democratic process.",NA,"202.1",NA
"Replace the first-past-the-post system for parliamentary and council elections with a fair and proportional voting system.",NA,"204",NA
"Introduce a fair system of state funding for political parties to eliminate dependence on large private donations.",NA,"202.1",NA
"Remove the cap on fines that can be imposed by the Electoral Commission on political parties that have been found to have breached electoral law.",NA,"202.1",NA
"Strengthen the transparency rules on recording political lobbying.",NA,"202.1",NA
"Make the work of think tanks transparent, including by establishing a distinct legal entity for political foundations which conduct policy research and political education, with a requirement to be transparent about sources of funding.",NA,"202.1",NA
"Give 16 and 17-year-olds the right to vote and to stand for parliament and other elected offices.",NA,"202.1",NA
"Amend the Online Safety Act to protect democracy, and prevent political debate from being manipulated by falsehoods, fakes and half-truths.",NA,"202.1",NA
"Elected Greens will also advocate for ways to make politics more accessible to underrepresented groups including women and disabled people.",NA,"503",NA
"These could include proposals such as job sharing for MPs and a permanent access to elected office fund to help with the costs of standing for election.",NA,"503",NA
"Devolution",NA,"H",NA
"Greens believe in national self-determination.",NA,"301",NA
"Scotland, Wales and Northern Ireland should be free to make their own decisions about how much or how little they are part of the United Kingdom.",NA,"301",NA
"The Scottish people should be free to decide whether they want to remain part of the United Kingdom.",NA,"301",NA
"Elected Greens at Westminster would support Scotland making decisions for itself.",NA,"301",NA
"Greens believe all communities should make their own decisions.",NA,"301",NA
"Local authorities need to be given the powers and the resources to do the things their communities need them to do.",NA,"301",NA
"Elected Greens would give the Welsh Government the same devolved powers as the Scottish Government in advance of a new constitutional settlement.",NA,"301",NA
"Elected Greens will support the Senedd if it decides to hold an independence referendum.",NA,"301",NA
"English local government",NA,"H",NA
"Elected Greens will ensure that local authorities across England are given the powers and resources they need.",NA,"301",NA
"They will push for an increase in local government funding of £5bn per year to tackle the current under-funding crisis",NA,"301",NA
"and enable local authorities to play a key role in the transition to a zero-carbon economy",NA,"416.2",NA
"and protecting nature.",NA,"501",NA
"Defending your human rights",NA,"H",NA
"The Green Party is committed to the Universal Declaration of Human Rights, the European Convention on Human Rights (ECHR) and the European Court of Human Rights.",NA,"201.2",NA
"Elected Greens will: Defend the Human Rights Act.",NA,"201.2",NA
"Support continued direct access to ECHR rights in the domestic courts.",NA,"201.2",NA
"Restore legal aid for public law cases so everybody can uphold their rights in court.",NA,"201.2",NA
"Protect the right to religious expression.",NA,"201.2",NA
"Scrap the Police, Crime, Sentencing and Courts Act, Public Order Act and other legislation that erodes the right to protest and to free expression.",NA,"201.2",NA
"The recent rise in Islamophobia and antisemitism highlights the importance of tackling hate crime",NA,"605.1",NA
"and opposing divisions in our society.",NA,"606.1",NA
"Elected Greens will support the right to religious expression and work with religious communities to defend the safety of places of worship.",NA,"201.2",NA
"We will also scrap Prevent.",NA,"605.2",NA
"The Green Party supports self-ID, so that trans and non-binary people could be legally recognised in their chosen gender through self-declaration.",NA,"201.2",NA
"We also support ending the spousal veto so that married trans people can acquire their gender recognition certification without having to obtain permission from their spouse,",NA,"201.2",NA
"and to change the law so an X gender marker can be added to passports for non-binary and intersex people who wish to use it.",NA,"201.2",NA
"Sharing a Fairer, Greener Welcome",NA,"H",NA
"How we treat people who have chosen the UK as their home says a great deal about our values and national character.",NA,"601.1",NA
"Greens are proud that we are country forged by migrants and welcome the economic and societal contributions that immigrants and refugees make to British society.",NA,"607.1",NA
"We understand that migration is inevitable, and that people have always moved around.",NA,"602.2",NA
"We also recognise we all have a collective responsibility for the climate emergency and that the UK has a duty to support people forced to move due to changes in their home environment, whether internally or overseas.",NA,"602.2",NA
"Green MPs would advocate for inclusivity and an outward-looking approach to the world.",NA,"602.2",NA
"We want to be welcoming, promote social cohesion and support migrants to put down roots.",NA,"607.2",NA
"Elected Greens will push for: An end to the hostile environment.",NA,"602.2",NA
"An end to the minimum income requirements for spouses of those holding work visas.",NA,"602.2",NA
"Safe routes to sanctuary for those fleeing danger, persecution and war.",NA,"201.2",NA
"Asylum and protection",NA,"H",NA
"No one becomes a refugee lightly.",NA,"201.2",NA
"People leave their homes, friends and often their family because they are forced to do so through circumstances that are intolerable.",NA,"201.2",NA
"The Green Party acknowledges the right to claim asylum, in any country, as set out in the United Nations Universal Declaration of Human Rights.",NA,"201.2",NA
"Elected Greens will campaign for a system of asylum and humanitarian protection that treats the applicant fairly, humanely and without discrimination.",NA,"201.2",NA
"Elected Greens will push for: The United Kingdom to work with other countries to establish safe routes by which those fleeing persecution, war, or climate disaster may arrive in the country of their choice to make their case without having to risk their lives.",NA,"201.2",NA
"A fast and fair process to assess asylum applications.",NA,"201.2",NA
"Those seeking asylum and protection to be permitted to work while their application is being decided.",NA,"201.2",NA
"Ending the hostile environment",NA,"H",NA
"The hostile environment approach has not only been found at times to be unlawful, it has caused immense suffering for those who have been caught up in it, including the Windrush generation.",NA,"602.2",NA
"Green MPs would campaign to abolish the No Recourse to Public Funds condition that exacerbates social, economic, and racial inequalities.",NA,"602.2",NA
"We would also campaign to abolish the ten-year route to settlement which unfairly traps people in poverty and hardship.",NA,"602.2",NA
"We believe that migration is not a criminal offence under any circumstances and that there should be an end to immigration detention for all migrants unless they are a danger to public safety.",NA,"602.2",NA
"All visa-holding residents should have the right to vote in all elections and referendums.",NA,"201.2",NA
"Fixing a broken system",NA,"H",NA
"We will push to dismantle the dysfunctional Home Office and create a new Department of Migration alongside a Department of Justice, thus separating functions around migration and citizenship from the criminal justice system.",NA,"602.2",NA
"The system of visa applications should be simplified and all applications should be processed swiftly, and with empathy and intelligence.",NA,"602.2",NA
"We would seek the end to the exploitation of people for profit and only charge application fees at cost.",NA,"602.2",NA
"Access to the NHS should be free and comprehensive for migrants with visas.",NA,"504",NA
"Workers, students and families",NA,"H",NA
"We want to attract the best researchers for our universities, the top talent for our start-ups and to welcome those who come to work in our health and social services, on our farms, and in our offices.",NA,"602.2",NA
"Elected Greens will therefore push for migrants, including students, to be allowed to bring members of their family to the UK who would normally live with them in their country of origin, or would do so if it were permitted by law or custom.",NA,"602.2",NA
"Elected Greens will push to remove minimum income requirements from all applications including spousal visas, because all British citizens should have the right to reside with their loved ones no matter their income.",NA,"602.2",NA
"Migration and climate breakdown",NA,"H",NA
"People have always moved in search of better lives, but famine and the increasing conflict in the world is driving an increase in involuntary migration.",NA,"201.2",NA
"As the climate crisis worsens and the impacts on people in marginalised communities become more severe, more people may be forced to leave their homes.",NA,"201.2",NA
"Our proposed significant increase to the overseas aid budget, as well as our policy of supporting lower-income countries to deal with the climate crisis, are vital to ensure people can stay in their home communities,",NA,"107",NA
"but we will also ensure that those who are forced to leave can do so safely and with dignity, without fear or intimidation.",NA,"201.2",NA
"Access to Art, Sport and Culture for All",NA,"H",NA
"Arts, culture and sports are central to people’s enjoyment of life, to their mental and physical wellbeing, and to thriving communities.",NA,"502",NA
"They also make a huge contribution to the UK economy – yet they’ve been increasingly squeezed out of the national curriculum and subjected to savage government cuts that are putting many cultural institutions – libraries, museums, theatres and local arts centres – at risk.",NA,"502",NA
"Meanwhile, our media landscape is skewed by the dominance of billionaire and big-tech ownership, with the owners of media companies seeking to maximise profits by irresponsible practices that undermine democracy and promote harmful online content.",NA,"403",NA
"The Green Party believes we should cherish and support the wellsprings of creativity and wellbeing,",NA,"502",NA
"and that the media sector urgently needs to be reformed.",NA,"403",NA
"Elected Greens will push for effective regulation of both traditional and social media,",NA,"403",NA
"safeguarding our democracy and the spaces for shared cultural expression.",NA,"202.1",NA
"They will also protect local media to support local democracy.",NA,"202.1",NA
"Elected Greens will: Invest £5 bn investment in community sports, arts and culture.",NA,"502",NA
"Support local grassroots sports clubs, music and art venues.",NA,"502",NA
"Implement the 2012 Leveson Report recommendations on cleaning up the media and reinstate the second part of the review.",NA,"403",NA
"Introduce a Digital Bill of Rights that establishes the UK as a leading voice on standards for the rule of law and democracy in digital spaces.",NA,"202.1",NA
"Support the right of people in Wales to use the Welsh language in every area of life.",NA,"607.1",NA
"Local art, sport and culture",NA,"H",NA
"Art, sport and culture are important anchors of well-being in communities, and drivers of regeneration and sustainability.",NA,"502",NA
"Local authorities need to be given the tools to ensure that grassroots participation in art, sport and culture is accessible and thriving.",NA,"502",NA
"To support local culture and sport, elected Greens will campaign to: Invest an extra £5bn over 5 years for local government spending on arts and culture to fund keeping local museums, theatres, libraries and art galleries open and thriving.",NA,"502",NA
"Protect the night-time economy through a review of planning regulations",NA,"502",NA
"and giving local authorities the powers to ensure there is space for cultural life.",NA,"301",NA
"Exempt cultural events, including everything from theatre and museum tickets to gigs in local pubs, from paying VAT.",NA,"502",NA
"Give local authorities discretionary powers to exempt socially and economically essential local enterprises from business rates.",NA,"301",NA
"Ensure that musicians have access to visafree travel to the EU through negotiating a reciprocal arrangement at the earliest possible opportunity.",NA,"502",NA
"Protect school playing fields from development through rigorous planning controls.",NA,"502",NA
"Allow access to school sports facilities by local clubs and teams outside teaching hours to ensure maximum use of a valuable resource.",NA,"502",NA
"Enable local authorities to maintain key sporting infrastructure including pools and playing fields.",NA,"502",NA
