"text","text_en","cmp_code","eu_code"
"We want to be a nation of start-ups, and of successful scale-ups.",NA,"401",NA
"We have more ‘unicorns’ – new billion-dollar tech companies – than any other nation in Europe.",NA,"401",NA
"We are proud of the work we have done to support entrepreneurship and want to see more entrepreneurs,",NA,"402",NA
"including women and those from BAME backgrounds.",NA,"503",NA
"Some of our work has been spectacularly successful – such as the Seed Enterprise Investment Scheme and Enterprise Investment Scheme, which we will continue in the next Parliament.",NA,"402",NA
"And by cutting corporation tax from 28 per cent to 19 per cent, we have encouraged more businesses to invest and grow in the UK.",NA,"402",NA
"Some measures have worked, but need to go further – as with R&D tax credits.",NA,"402",NA
"We will increase the tax credit rate to 13 per cent",NA,"402",NA
"and review the definition of R&D so that important investments in cloud computing and data, which boost productivity and innovation, are also incentivised.",NA,"411",NA
"We also have to recognise that some measures haven’t fully delivered on their objectives.",NA,"402",NA
"So we will review and reform Entrepreneur’s Relief.",NA,"402",NA
"Of course, supporting enterprise is not just about championing businesses – more people than ever are moving into self-employment, especially women.",NA,"402",NA
"We will therefore launch a review to explore how we can better support the self-employed.",NA,"402",NA
"That includes improving their access to finance and credit (not least mortgages),",NA,"402",NA
"making the tax system easier to navigate,",NA,"402",NA
"and examining how better broadband can boost home-working.",NA,"411",NA
"Building a fairer taxation system",NA,"H",NA
"Conservatives believe in a corporate tax system which rewards entrepreneurship",NA,"402",NA
"and punishes evasion.",NA,"403",NA
"We will always be whole-heartedly on the side of business,",NA,"402",NA
"while making sure everyone pays their fair share of tax.",NA,"403",NA
"Already, the top 1 per cent of income taxpayers pay over 29 per cent of income tax– higher than at any time under the last Labour Government.",NA,"403",NA
"We will continue to build on this to tackle tax evasion",NA,"403",NA
"and reduce opportunities for aggressive tax avoidance.",NA,"403",NA
"Since 2010, we have introduced more than 100 anti-avoidance measures",NA,"403",NA
"and secured more than £200 billion which would otherwise have gone unpaid – £24 billion in the last year alone.",NA,"403",NA
"We have led the international fight against aggressive tax avoidance and offshore tax havens, rewriting global rules to ensure tax is paid where profit is made.",NA,"403",NA
"This has included committing 100 jurisdictions to ending bank secrecy.",NA,"403",NA
"But we can go further still.",NA,"403",NA
"The gap between the amount of tax that should be paid and is actually collected stands at £35 billion – still too high.",NA,"403",NA
"Hard-working families and businesses who do pay their fair share should know that we will not permit evasion to go unchecked.",NA,"403",NA
"So we will set out a new anti-tax avoidance and evasion law.",NA,"403",NA
"This will: Double the maximum prison term to 14 years for individuals convicted of the most egregious examples of tax fraud.",NA,"605.1",NA
"Create a single, beefed-up Anti-Tax Evasion unit in HMRC that covers all duties and taxes, from individual errors to deliberate non-compliance – which is put on a legislative footing.",NA,"403",NA
"Consolidate existing anti-evasion and avoidance measures and powers.",NA,"403",NA
"Introduce a new package of anti-evasion measures, including measures to end tax abuse in the construction sector,",NA,"403",NA
"crack down on illicit tobacco packaging",NA,"403",NA
"and further measures to avoid profit-shifting by multinational companies to avoid paying taxes.",NA,"403",NA
"Major multinational companies should pay their fair share of tax.",NA,"403",NA
"As part of our approach, we will implement the Digital Services Tax.",NA,"403",NA
"While always backing entrepreneurs that choose to make the UK the place to invest and set up a business,",NA,"401",NA
"we will take further action to redesign the tax system so that it boosts growth,",NA,"403",NA
"wages and investment",NA,"701",NA
"and limits arbitrary tax advantages for the wealthiest in society.",NA,"503",NA
"We are also strengthening the UK’s corporate governance regime, and will reform insolvency rules and the audit regime so that customers and suppliers – and UK taxpayers – are better protected when firms like Thomas Cook go into administration.",NA,"403",NA
"We will also carefully study the results of the ongoing investigation into its collapse.",NA,"403",NA
"We will improve incentives to attack the problem of excessive executive pay and rewards for failure.",NA,"403",NA
"We will reintroduce legislation that protects pension pots from being plundered by reckless bosses,",NA,"403",NA
"helps savers be better informed with pension dashboards,",NA,"403",NA
"and creates a new style of pension scheme which is more sustainable for workers and employers.",NA,"701",NA
"Invest in Britain’s people",NA,"H",NA
"The 2020s will see a transformation in jobs.",NA,"701",NA
"Automation and computing will change how businesses function.",NA,"411",NA
"Our plan to deliver clean energy and a carbon-neutral future means new kinds of jobs in new industries.",NA,"416.2",NA
"And our departure from the European Union means we can develop forward-looking regulations to ensure we are first in line to develop and benefit from the technologies of the future.",NA,"110",NA
"This requires a dramatic rebooting of our training system",NA,"411",NA
"– to support public services,",NA,"504",NA
"existing businesses and the businesses of the future.",NA,"402",NA
"But above all, we want to ensure that Britain’s workers have the skills they need to flourish",NA,"701",NA
"– and that every citizen of this country has the opportunity to express their talents to the fullest.",NA,"606.1",NA
"Levelling up Britain’s skills",NA,"H",NA
"Since 2010, the Government has invested significantly in technical qualifications and apprenticeships, with 3.8 million more apprenticeships.",NA,"411",NA
"In the next Parliament, we expect to train up hundreds of thousands more highly skilled apprentices.",NA,"411",NA
"But we will go further and require significant numbers of new UK apprentices for all big new infrastructure projects – new hospitals, new schools, major transport projects and so on,",NA,"411",NA
"being built with pride by a new generation of British workers.",NA,"601.1",NA
"Whatever age you are, nothing is more Conservative than working hard to improve your lot",NA,"505",NA
"and nothing is more important for the Conservative Party than supporting people in those efforts.",NA,"701",NA
"Our reforms and investment in education and skills mean more children are leaving school better equipped for working life",NA,"411",NA
"and there are more high quality apprenticeships.",NA,"411",NA
"But there is much more to do to level up the skills of the entire nation.",NA,"411",NA
"Not just to improve Britain’s productivity,",NA,"410",NA
"but to enable people to fulfil their potential.",NA,"701",NA
"As the centrepiece of our plan, we will create a new National Skills Fund worth £3 billion over the next Parliament.",NA,"411",NA
"This fund will provide matching funding for individuals and SMEs for high-quality education and training.",NA,"411",NA
"A proportion will be reserved for further strategic investment in skills, and we will consult widely on the overall design.",NA,"411",NA
"The National Skills Fund will help to transform the lives of people who have not got onto the work ladder and lack qualifications,",NA,"411",NA
"as well as people who are keen to return to work from, say, raising a family, or switch from one career to another.",NA,"701",NA
"It will not only make this country more prosperous, but fairer.",NA,"601.1",NA
"Just as universities have been transformed by significant long-term investment over the last few decades, we need to make sure local colleges are equally excellent places for people to learn.",NA,"506",NA
"We are therefore investing almost £2 billion to upgrade the entire further education college estate.",NA,"506",NA
"And we’ll also have 20 Institutes of Technology, which connect high-quality teaching in science, technology, engineering and maths to business and industry.",NA,"411",NA
"Vitally, leaving the EU also means that we can take back control of the money that was being channelled via its Structural Funds.",NA,"110",NA
"We have already announced a UK Shared Prosperity Fund, to ensure that the people of the UK do not lose out from the withdrawal of EU funding",NA,"503",NA
"(which was, of course, only a small part of the billions of pounds we were contributing),",NA,"110",NA
"and to replace the EU programme with one that is fairer and better tailored to our economy.",NA,"110",NA
"And we will ensure that £500 million of the UK Shared Prosperity Fund is used to give disadvantaged people the skills they need to make a success of life.",NA,"503",NA
"Taken together, this package of measures represents a profound commitment to Britain’s future –",NA,"601.1",NA
"to helping people of whatever age and background navigate the new world of work,",NA,"701",NA
"equip themselves with the skills they need,",NA,"411",NA
"increase their earnings",NA,"701",NA
"and Britain more productive.",NA,"410",NA
"World-leading universities",NA,"H",NA
"The UK is home to leading universities, which attract students from all over the world, conduct vital research, and generate enormous benefits for our economy and our society.",NA,"601.1",NA
"They also do an excellent job of generating many of the skills that our economy needs, producing globally renowned scientists, entrepreneurs and creators, and enabling millions of people to fulfil their potential.",NA,"401",NA
"In the next Parliament we will work to maintain and strengthen our global position in higher education.",NA,"401",NA
"The Augar Review made thoughtful recommendations on tuition fee levels, the balance of funding between universities, further education and apprenticeships and adult learning, and we will consider them carefully.",NA,"403",NA
"We will look at the interest rates on loan repayments with a view to reducing the burden of debt on students.",NA,"403",NA
"We also will continue to explore ways to tackle the problem of grade inflation and low quality courses,",NA,"403",NA
"and improve the application and offer system for undergraduate students.",NA,"503",NA
"Our approach will be underpinned by a commitment to fairness, quality of learning and teaching, and access.",NA,"403",NA
"We will also strengthen academic freedom and free speech in universities",NA,"201.2",NA
"and continue to focus on raising standards.",NA,"403",NA
"We will strengthen universities and colleges’ civic role.",NA,"606.1",NA
"We will invest in local adult education and require the Office for Students to look at universities’ success in increasing access across all ages, not just young people entering full-time undergraduate degrees.",NA,"403",NA
"Fairness in the workplace",NA,"H",NA
"As well as making Britain the best place to start a business,",NA,"402",NA
"and the best place to learn and develop your skills,",NA,"411",NA
"we want to make the UK the best place in the world to work.",NA,"701",NA
"The increase in employment that the Conservative Government has overseen since 2010 is proof that there is no contradiction between high employment and high standards",NA,"701",NA
"– between dynamic growth and protecting employees from unfair policies and discriminatory treatment.",NA,"701",NA
"Over the last year, for example, unemployment has continued to fall,",NA,"701",NA
"even as average real wages have increased.",NA,"701",NA
"We have raised the personal income tax allowance,",NA,"401",NA
"increased the minimum wage",NA,"412",NA
"and introduced and consistently raised the National Living Wage to ensure that people get to keep more of what they earn",NA,"401",NA
"and that work always pays.",NA,"701",NA
"And we have aimed to strike the right balance between the flexibility that the economy needs and the security that employees deserve,",NA,"403",NA
"introducing new protections for workers",NA,"701",NA
"while preserving the dynamism and job creation that drive our shared prosperity.",NA,"403",NA
"Once we have got Brexit done, we will go further.",NA,"701",NA
"Because people cannot fulfil their potential if they do not have jobs that treat them with dignity and respect,",NA,"701",NA
"and if they are not in control of their lives and their futures.",NA,"701",NA
"As Conservatives we will always prioritise the principle of fairness in the workplace, whether it is in the job application process,",NA,"701",NA
"ensuring equal pay for equal work,",NA,"701",NA
"or people’s working conditions.",NA,"701",NA
"We scrapped exclusivity clauses in zero hours contracts to give workers more flexibility.",NA,"701",NA
"We have already taken forward a number of recommendations from the Taylor Review and will build on existing employment law with measures that protect those in low-paid work and the gig economy.",NA,"701",NA
"For example: We will create a single enforcement body and crack down on any employer abusing employment law, whether by taking workers’ tips or refusing them sick pay.",NA,"701",NA
"We will ensure that workers have the right to request a more predictable contract and other reasonable protections.",NA,"701",NA
"We also want to look at more radical ways to support working families in the UK.",NA,"701",NA
"Our lifestyles have been transformed over the last four decades – many families today have two working parents who are juggling work and other responsibilities.",NA,"701",NA
"They have to stretch themselves daily to care for children, elderly relatives and those with disabilities.",NA,"701",NA
"For women, who still tend to be the main carers in households, this can have a big impact on their careers and limit their participation in the workplace.",NA,"701",NA
"But while the modern workplace is adapting as a result, we can do more as a Government to make things easier, learning from sensible approaches adopted in other countries.",NA,"701",NA
"We will therefore introduce a raft of measures that balance the needs of employees and employers:",NA,"403",NA
"We will encourage flexible working and consult on making it the default unless employers have good reasons not to.",NA,"701",NA
"We have reformed redundancy law so companies cannot discriminate against women immediately after returning from maternity leave.",NA,"701",NA
"We will legislate to allow parents to take extended leave for neonatal care, to support those new mothers and fathers who need it during the most vulnerable and stressful days of their lives.",NA,"701",NA
"And we will look at ways to make it easier for fathers to take paternity leave.",NA,"701",NA
"We will extend the entitlement to leave for unpaid carers, the majority of whom are women, to a week.",NA,"505",NA
"Over the last nine years, we have extended the offer of free childcare hours to more working parents.",NA,"504",NA
"We know that people value this support, but wish it could be more flexible.",NA,"701",NA
"As outlined above, we will fund more high-quality childcare before and after school and during the holidays",NA,"504",NA
"so that working parents do not have to choose between their careers and their children.",NA,"701",NA
"Our vision for the labour market, in other words, is not one where the state does everything for you.",NA,"401",NA
"It is one where the state does everything it can to help you help yourself – by upgrading your skills,",NA,"411",NA
"or by being able to balance work and family life.",NA,"701",NA
"It is one in which a deep commitment to entrepreneurship and business is matched",NA,"401",NA
"by a desire to ensure that the jobs that are created are highly skilled, well-paid and fulfilling.",NA,"701",NA
"Unleash innovation",NA,"H",NA
"The UK has a proud record of innovation and discovery.",NA,"601.1",NA
"We are the country that gave the world penicillin, the World Wide Web, the theories of gravity and evolution, that unravelled the structure of DNA.",NA,"601.1",NA
"The University of Cambridge alone has played host to more Nobel laureates than have been produced by any country in the world bar the United States.",NA,"601.1",NA
"More, indeed, than France, Japanand China – combined.",NA,"601.1",NA
"That spirit of discovery is still alive in this country today.",NA,"601.1",NA
"But we have not always turned our genius for innovation into jobs and companies here in Britain.",NA,"401",NA
"EU regulations have been another barrier to innovation.",NA,"110",NA
"We need to use science and research to unite and level up our country, giving people opportunity and hope.",NA,"411",NA
"Once we have got Brexit done, we will turn our attention to the great challenges of the future such as clean energy and advanced energy storage;",NA,"501",NA
"a cure for dementia;",NA,"411",NA
"and solving antibiotic resistance.",NA,"411",NA
"To do this we will make an unprecedented investment in science so we can strengthen research and build the foundations for the new industries of tomorrow.",NA,"411",NA
"We are committing to the fastest ever increase in domestic public R&D spending, including in basic science research to meet our target of 2.4 per cent of GDP being spent on R&D across the economy.",NA,"411",NA
"Some of this new spending will go to a new agency for high-risk, high-payoff research, at arm’s length from government.",NA,"401",NA
"We will continue to support our outstanding science sector as we leave the EU.",NA,"411",NA
"Unlike Corbyn’s Labour, we will not spend blindly and wastefully.",NA,"414",NA
"We will focus our efforts on areas where the UK can generate a commanding lead in the industries of the future – life sciences, clean energy, space, design, computing, robotics and artificial intelligence.",NA,"411",NA
"In particular, we will make the UK the leading global hub for life sciences after Brexit.",NA,"411",NA
"We will use our £1 billion Ayrton Fund to develop affordable and accessible clean energy that will improve lives",NA,"416.2",NA
"and help us to lead the world in tackling climate change.",NA,"501",NA
"We will use our increased R&D funding from Government to attract and kickstart private investment.",NA,"401",NA
"We will support international collaboration and exchange and ensure UK teams can recruit the skills and talent they need from abroad.",NA,"401",NA
"We will reform the science funding system to cut the time wasted by scientists filling in forms.",NA,"401",NA
"We will unlock long-term capital in pension funds to invest in and commercialise our scientific discoveries,",NA,"402",NA
"creating a vibrant science-based economy post-Brexit.",NA,"402",NA
"We will continue to collaborate internationally and with the EU on scientific research, including Horizon.",NA,"107",NA
"These unprecedented increases to the science budget will be used to drive forward the development of technologies of critical importance to the UK,",NA,"411",NA
"by investing in clusters around world-leading universities and spreading knowledge.",NA,"401",NA
"But it isn’t just about laboratory work.",NA,"411",NA
"The UK is at its best when it allies its extraordinary design and artistic abilities with science and technology.",NA,"411",NA
"The Festival of Great Britain and Northern Ireland in 2022 – a national celebration which coincides with the Birmingham Commonwealth Games – will encourage our leading arts and cultural organisations, universities, research institutes and businesses to come together to inspire the next generation in British innovation and creativity.",NA,"601.1",NA
"We will invest in world-class computing and health data systems that can aid research, such as the ground-breaking genetic sequencing carried out at the UK Biobank, Genomics England and the new Accelerating the Detection of Disease project, which has the potential to transform diagnosis and treatment.",NA,"411",NA
"We will use government procurement to support new ideas and new companies.",NA,"402",NA
"We will continue to support charities which have helped to transform our public services.",NA,"402",NA
"Alongside investing in science, we will maintain our support for the arts and culture, taking pride in the world-beating strengths of the UK’s creative industries and its unparalleled cultural heritage.",NA,"502",NA
"In addition to our new support for arts in schools,",NA,"502",NA
"business rates relief for music venues and cinemas,",NA,"403",NA
"and the largest cultural capital programme in a century – £250 million to support local libraries and museums",NA,"502",NA
"– we will maintain support for creative sector tax reliefs",NA,"402",NA
"and free entry to the UK’s national museums.",NA,"502",NA
"A post-Brexit deal for farming",NA,"H",NA
"Once we have got Brexit done, we will free our farmers from the bureaucratic Common Agricultural Policy and move to a system based on ‘public money for public goods’.",NA,"110",NA
"To support this transition, we will guarantee the current annual budget to farmers in every year of the next Parliament.",NA,"703.1",NA
"In return for funding, they must farm in a way that protects and enhances our natural environment,",NA,"501",NA
"as well as safeguarding high standards of animal welfare.",NA,"501",NA
"When we leave the EU, we will be able to encourage the public sector to ‘Buy British’ to support our farmers by investing in clusters around world-leading universities and spreading knowledge.",NA,"406",NA
"and reduce environmental costs.",NA,"501",NA
"We will increase the annual quota for the Seasonal Agricultural Workers Scheme we are piloting from 2,500 to 10,000.",NA,"703.1",NA
"A post-Brexit deal for fisheries",NA,"H",NA
"Upon leaving the EU, we will leave the Common Fisheries Policy, becoming an independent coastal state and taking back control of our waters.",NA,"406",NA
"We will maintain funding for fisheries across the UK’s nations throughout the Parliament",NA,"406",NA
"and support the regeneration of our coastal communities.",NA,"406",NA
"There will be a legal commitment to fish sustainably",NA,"416.2",NA
"and a legal requirement for a plan to achieve maximum sustainable yield for each stock.",NA,"416.2",NA
"Support rural life and coastal communities",NA,"H",NA
"Even as the UK forges ahead in the future, we must not forget those communities that have not shared fully in the growth generated by our economy.",NA,"503",NA
"This Government is committed to levelling up all parts of the United Kingdom",NA,"503",NA
"– and getting Brexit done will enable us to give new support to people in rural and coastal communities,",NA,"503",NA
"and for our farming and fishing industries.",NA,"703.1",NA
"We intend to make their lives much easier.",NA,"703.1",NA
"We want to roll out gigabit broadband across the country by 2025, with £5 billion in funding already promised,",NA,"411",NA
"and provide greater mobile coverage across the country.",NA,"411",NA
"We will use our additional police resources to tackle rural crime.",NA,"605.1",NA
"For areas – such as some coastal towns – which have historically been poorly served in terms of education and public services (among much else), we will cement our Opportunity Areas programme to raise standards and support regeneration.",NA,"410",NA
"We will also invest in the bus network to improve infrequent or non-existent services in the countryside, including more on-demand services",NA,"411",NA
"Just as in the wider economy we can combine strong employment growth with high employment standards,",NA,"701",NA
"so we believe that British farmers and fishermen should be able to profit by producing food and fish that are the envy of the world – both for their quality and the high standards to which they were produced.",NA,"703.1",NA
"We want people, both at home and abroad, to be lining up to buy British.",NA,"601.1",NA
"And one of the great opportunities of Brexit is the chance to lead the world in the quality of our food, agriculture and land management – driven by science-led, evidence-based policy.",NA,"601.1",NA
"And we want those same farmers and fishermen to act as the stewards of the natural world, preserving the UK’s countryside and oceans as they have for generations.",NA,"501",NA
"Stewards of our environment",NA,"H",NA
"Our Environment Bill will guarantee that we will protect and restore our natural environment after leaving the EU.",NA,"501",NA
"Because conservation has always been at the very heart of Conservatism.",NA,"501",NA
"We will set up a new independent Office For Environmental Protection",NA,"501",NA
"and introduce our own legal targets, including for air quality.",NA,"501",NA
"We will invest in nature, helping us to reach our Net Zero target with a £640 million new Nature for Climate fund.",NA,"501",NA
"Building on our support for creating a Great Northumberland Forest, we will reach an additional 75,000 acres of trees a year by the end of the next Parliament,",NA,"501",NA
"as well as restoring our peatland.",NA,"501",NA
"We welcome the Glover Review and will create new National Parks and Areas of Outstanding Natural Beauty,",NA,"501",NA
"as well as making our most loved landscapes greener, happier, healthier and open to all.",NA,"501",NA
"We will make the coast to coast path across the most beautiful areas of the North a National Trail.",NA,"501",NA
"We will continue to lead the world in tackling plastics pollution, both in the UK and internationally,",NA,"501",NA
"and will introduce a new levy to increase the proportion of recyclable plastics in packaging.",NA,"501",NA
"We will introduce extended producer responsibility, so that producers pay the full costs of dealing with the waste they produce,",NA,"403",NA
"and boost domestic recycling.",NA,"501",NA
"We will ban the export of plastic waste to non-OECD countries, consulting with industry, NGOs and local councils on the date by which this should be achieved.",NA,"403",NA
"We will crack down on the waste and carelessness that destroys our natural environment and kills marine life.",NA,"501",NA
"We will increase penalties for fly-tipping,",NA,"605.1",NA
"make those on community sentences clean up their parks and streets,",NA,"501",NA
"and introduce a deposit return scheme to incentivise people to recycle plastic and glass.",NA,"403",NA
"We will make no changes to the Hunting Act.",NA,"000",NA
"Strengthen our Union",NA,"H",NA
"The United Kingdom is the most successful political and economic union in history.",NA,"601.1",NA
"Together, England, Scotland, Wales and Northern Ireland are safer, stronger and more prosperous.",NA,"601.1",NA
"For more than 300 years, our people have built this great country together.",NA,"601.1",NA
"And we believe our best days lie ahead.",NA,"601.1",NA
"By getting Brexit done, we will deliver certainty so that all four nations of the UK can move on together.",NA,"203",NA
"This will allow us to strengthen the Union, by making it our mission as a Government to work for the whole of the United Kingdom, delivering for all of its people wherever they live.",NA,"203",NA
"Investing across the Union",NA,"H",NA
"UK Shared Prosperity Fund: The UK Shared Prosperity Fund will be used to bind together the whole of the United Kingdom, tackling inequality and deprivation in each of our four nations.",NA,"301",NA
"It will replace the overly bureaucratic EU Structural Funds",NA,"110",NA
"– and not only be better targeted at the UK’s specific needs, but at a minimum match the size of those funds in each nation.",NA,"301",NA
"Strengthening the Union: Conservatives have a proud history of upholding and strengthening the devolution settlements in Scotland, Wales and Northern Ireland.",NA,"301",NA
"We also want to ensure that the UK Government and its institutions are working effectively to realise the benefits of four nations working together as one United Kingdom.",NA,"203",NA
"We will carefully consider the recommendations of Lord Dunlop’s Independent Review into UK Government Union capability when it is published as we work to strengthen our Union going forward.",NA,"203",NA
"Freeports: We will aim to ensure that our new freeports benefit the people in each of the four nations.",NA,"401",NA
"We believe that there are many places across the United Kingdom that have the opportunity to be successful innovative hubs for global trade.",NA,"401",NA
"Standing up for Northern Ireland",NA,"H",NA
"Northern Ireland enjoys huge benefits from membership of the United Kingdom and our country is stronger and richer for Northern Ireland being part of it.",NA,"203",NA
"That is why we will never be neutral on the Union and why we stand for a proud, confident, inclusive and modern unionism that affords equal respect to all traditions and parts of the community.",NA,"203",NA
"Our commitment to the 1998 Belfast Agreement and its successor agreements is unshakeable and we will not deviate from the principle of consent or the three-stranded approach.",NA,"301",NA
"We will continue to work with all sides to re-establish the Northern Ireland Executive and Assembly so that the people of Northern Ireland can enjoy the full advantages of devolved government for the benefit of the whole community.",NA,"301",NA
"Guaranteeing the full economic benefits of Brexit: Northern Ireland will enjoy the full economic benefits of Brexit including new free trade agreements with the rest of the world.",NA,"401",NA
"We will ensure that Northern Ireland’s businesses and producers enjoy unfettered access to the rest of the UK",NA,"406",NA
"and that in the implementation of our Brexit deal, we maintain and strengthen the integrity and smooth operation of our internal market.",NA,"406",NA
"Turbocharging the Northern Ireland economy: After Brexit, we will support the Northern Ireland Executive to improve infrastructure,",NA,"411",NA
"enterprise and tourism,",NA,"402",NA
"reduce public sector dependence",NA,"505",NA
"and make the most of our new City Deals.",NA,"402",NA
"We intend to devolve responsibility for corporation tax",NA,"301",NA
"and will consider the same for short-haul Air Passenger Duty to serve our goal of making our Union more prosperous and connected than ever before.",NA,"301",NA
"Security and legacy issues: Keeping people safe and secure will always be our priority.",NA,"605.1",NA
"That means taking action to tackle the threat from terrorism and the scourge of paramilitarism.",NA,"605.1",NA
"We will also never forget the immense contribution of the police and Armed Forces in standing firm against terrorists in the past",NA,"605.1",NA
"and the debt we owe them for peace today.",NA,"605.1",NA
"We will continue to seek better ways of dealing with legacy issues that provide better outcomes for victims and survivors",NA,"605.1",NA
"and do more to give veterans the protections they deserve.",NA,"605.1",NA
"Delivering for Scotland",NA,"H",NA
"Twelve years of SNP government have led to an obsessive focus on independence – all while Scotland’s public services and its economy have been neglected.",NA,"601.1",NA
"So long as the SNP are in power, Scottish schools and hospitals will always take second place to the pursuit of another independence referendum.",NA,"601.1",NA
"We are opposed to a second independence referendum and stand with the majority of people in Scotland, who do not want to return to division and uncertainty.",NA,"601.1",NA
"Nicola Sturgeon and the SNP promised that the 2014 referendum would be a ‘once in a generation’ vote and the result was decisive.",NA,"601.1",NA
"We believe that outcome should be respected.",NA,"601.1",NA
"Only the Scottish Conservatives can block a Sturgeon/Corbyn alliance and stop a second independence referendum,",NA,"601.1",NA
"so that we can get Brexit sorted",NA,"110",NA
"and Scotland can move on from uncertainty and division.",NA,"601.1",NA
"A post-Brexit deal for Scottish fishing: As outlined above, we will leave the Common Fisheries Policy,",NA,"110",NA
"an independent coastal state,",NA,"110",NA
"and take back control of our waters in December 2020.",NA,"406",NA
"Alcohol Duty Review: Scotch whisky is a national export that supports 42,000 jobs across the UK.",NA,"406",NA
"Yet the tax on each bottle of Scotch sold in this country represents almost three quarters of its price.",NA,"402",NA
"That is why over the past two years we have frozen the duty on spirits, cutting the price of a bottle of Scotch by 30p.",NA,"402",NA
"Now, we want to do more, which is why we will review alcohol duty to ensure that our tax system is supporting British drink producers.",NA,"402",NA
"Oil and gas sector deal: The oil and gas industry employs almost 300,000 people, of whom four in 10 work in Scotland.",NA,"406",NA
"We believe that the North Sea oil and gas industry has a long future ahead and know the sector has a key role to play as we move to a Net Zero economy.",NA,"406",NA
"We will support this transition in the next Parliament with a transformational sector deal.",NA,"416.2",NA
"Investing in Wales",NA,"H",NA
"In the 2016 referendum, Wales voted to Leave – yet the Welsh Labour Government and Plaid Cymru are intent on overturning that decision by holding another referendum on our membership of the EU.",NA,"110",NA
"Only the Welsh Conservatives can end the current uncertainty by delivering on the democratic decision of the Welsh people to Leave",NA,"110",NA
"– getting Brexit done",NA,"110",NA
"so we can unleash Wales’s potential as part of the United Kingdom.",NA,"601.1",NA
"We are ambitious for the Welsh economy and for our Union.",NA,"601.1",NA
"We will ensure that Wales gets a fair deal, with major investments in infrastructure and industry to deliver real opportunity across the nation.",NA,"411",NA
"After Brexit, we will continue to be a champion for Welsh exports and Wales’s presence on the global stage as part of a strong United Kingdom.",NA,"406",NA
"Marches Growth Deal: Too often infrastructure is focused on national connectivity within England and within Wales, rather than across the communities which live and work near the border.",NA,"301",NA
"We will work with the WelshGovernment and councils on both sides of the border to negotiate a transformative Marches Growth Deal,",NA,"301",NA
"focusing on cross-border infrastructure which supports the local and cross-border economy.",NA,"411",NA
"This will be modelled on the successful collaboration between governments and councils through the Borderlands Growth Deal in Northern England and the South of Scotland – building on the work of the Western Gateway partnership we have already announced.",NA,"301",NA
"Transport: To support our Union, we will upgrade the A55 as the main road transport artery for North Wales",NA,"411",NA
"– improving its capacity and resilience to build connections between Wales and the rest of the United Kingdom.",NA,"411",NA
"A Welsh Conservative Government would deliver the M4 relief road which has been mothballed by the Labour administration.",NA,"411",NA
"We gave financial support to the Welsh Government to build the relief road, yet the Labour administration decided to abandon those plans out of timidity.",NA,"305.1",NA
"This road is a vital economic lifeline and its cancellation shows that Wales is continually being held back by the Labour Welsh Government.",NA,"305.1",NA
"We will also deliver on our commitment to fund the building of the West Wales Parkway Station outside of Swansea.",NA,"411",NA
"Automotive industry: The automotive industry in Wales sustains tens of thousands of jobs and we believe that it has a bright future ahead.",NA,"701",NA
"In September, we worked to bring INEOS Automotive to Bridgend, which will create 500 new jobs.",NA,"701",NA
"We will continue to back Welsh car manufacturing,",NA,"406",NA
"as the industry transitions to building electric vehicles in the coming decades.",NA,"501",NA
"Welsh language: Conservatives are proud of Welsh language and culture.",NA,"607.1",NA
"We will support Welsh institutions such as S4C, the National Library and Museum, the Urdd and the National Eisteddfod.",NA,"607.1",NA
"We will support the ambition for one million people in Wales to be able to speak Welsh by 2050.",NA,"607.1",NA
"Protect our democracy",NA,"H",NA
"As Conservatives, we stand for democracy and the rule of law.",NA,"202.1",NA
"Our independent courts and legal system are respected throughout the world.",NA,"202.1",NA
"One of the strengths of the UK’s constitution is its ability to evolve – as times have changed, so have Parliament, government and the judiciary.",NA,"203",NA
"Today, that need is greater than ever.",NA,"203",NA
"The failure of Parliament to deliver Brexit",NA,"202.1",NA
"– the way so many MPs have devoted themselves to thwarting the democratic decision of the British people in the2016 referendum",NA,"202.1",NA
"– has opened up a destabilising and potentially extremely damaging rift between politicians and people.",NA,"202.1",NA
"If the Brexit chaos continues, with a second referendum and a second Scottish referendum too, they will lose faith even further.",NA,"202.1",NA
"It is only by getting Brexit done that we can start the necessary task of restoring public trust in government and politics:",NA,"202.1",NA
"We will get rid of the Fixed Term Parliaments Act – it has led to paralysis at a time the country needed decisive action.",NA,"202.1",NA
"We will ensure we have updated and equal Parliamentary boundaries, making sure that every vote counts the same – a cornerstone of democracy.",NA,"202.1",NA
"We will continue to support the First Past the Post system of voting, as it allows voters to kick out politicians who don’t deliver, both locally and nationally.",NA,"202.1",NA
"We will protect the integrity of our democracy, by introducing identification to vote at polling stations,",NA,"202.1",NA
"stopping postal vote harvesting",NA,"202.1",NA
"and measures to prevent any foreign interference in elections.",NA,"202.1",NA
"We will make it easier for British expats to vote in Parliamentary elections, and get rid of the arbitrary 15-year limit on their voting rights.",NA,"202.1",NA
"We will maintain the voting age at 18 – the age at which one gains full citizenship rights.",NA,"201.2",NA
"We will ensure that no one is put off from engaging in politics or standing in an election by threats, harassment or abuse, whether in person or online.",NA,"202.1",NA
"We will champion freedom of expression and tolerance, both in the UK and overseas.",NA,"201.2",NA
"To support free speech, we will repeal section 40 of the Crime and Courts Act 2014, which seeks to coerce the press.",NA,"201.2",NA
